train_loss,val_loss,train_accuracy,val_accuracy
38.09687725465689,36.88295008341471,0.0022154850746268656,0.0015625
36.41663269498455,36.02375971476237,0.025963930348258706,0.031492248062015504
35.284373838510085,34.91937154134114,0.10086287313432836,0.08069282945736433
33.727608694959045,34.05771039326986,0.22912779850746268,0.1622093023255814
31.308303861475704,32.13479894002278,0.39326803482587064,0.313202519379845
27.508827351812105,29.71602007548014,0.546991604477612,0.43213420542635655
22.840987276675097,28.878977076212564,0.703202736318408,0.4625726744186046
18.23552920213386,24.358144760131836,0.7926772388059702,0.607764050387597
14.06317478863161,21.61075350443522,0.8816464552238806,0.6603682170542636
10.56492868110315,20.2345827738444,0.9254120024875622,0.692938468992248
7.585590177507543,18.338264910380044,0.9543299129353233,0.7316860465116279
5.2208555705511746,17.521747207641603,0.9738417288557213,0.7707485465116279
3.5824123460855057,16.714959971110027,0.9844527363184079,0.7741157945736433
2.3420581799834523,15.971220906575521,0.9932369402985075,0.7863372093023256
1.5084214859933995,16.040622393290203,0.9970848880597015,0.7714874031007751
0.9931437760146696,15.199572054545085,0.9981343283582089,0.7972625968992249
0.6005887809529233,15.260364405314128,0.9986007462686567,0.7917999031007752
0.35614400170743465,14.778046290079752,0.999883395522388,0.794670542635659
0.2859908277863887,15.142343902587891,0.9996501865671642,0.8021923449612403
0.18763370520032163,13.929744720458984,0.9997667910447762,0.8141836240310077
